Text,Summary,Score
Low quality,Not good,2
Not good as shown in picture.,Bad quality,2
"Let me start by saying my two little boys (1 and 2) like these, but I think it's because they don't know any better! These have a foul smell and taste. I don't know what is creating that odor and taste since these are not expired. I will not order these again. I don't know how some of the adult reviewers who are eating these can stand them. We buy happy baby greens puffs and love them. I have bought other happy baby items and thought they were great. These are a miss.",foul smell and taste,2
"When I read the ingredients of these treats I thought for sure that my dogs would like these. I have 3 large breed dogs which usually love to eat just about anything. I have Rocky, a black and tan coonhound, Buddy, a blue heeler and a very large pit bull named Hutch. Rocky and Buddy have turned up their noses in disdain to these treats everytime I have offered them. The pit bull Hutch will eat them very grudgingly and even then he'll leave half of the treat on the ground, this is odd because, he'll eat just about anything including tree branches. So, I wouldn't pay the higher price for these treats, my dogs just don't like them.",My dogs didn't like them,2
While running grinder will stop and heat more high,Moderate,2
Dail is best but the quality of Belt is very cheap.,Nan,2
Bad product,Could be way better,2
"I have bought k-cups from amazon before and this was the first time that I bought the Van Houtte and am disappointed , not so much in the taste but that many of the cups in this order where defective and would drain all of the coffee grounds into my cup or just soak up the water and not drain at all. I would suggest that people do not buy these.",A first,2
The camera of this phone is too bad as you thinkReally very bad camera,Could be way better,2
It's not a good,Moderate,2
"I considered buying these but the health risks should be considered.<br /><br />These are cured, stored with salt, and have nitrates.<br /><br />If you look on the american cancer society web site you will see that those are cancer causing concerns.<br /><br />you can still eat well when avoiding such things.",What about health?,2
Average,Slightly disappointed,2
Not working properly friend don??t buy this router,Expected a better product,2
"Installation and after sales service provided by samsung is horrible and you have better options than this according to it's price, features and after sales service.Never ever buy a samsung product, their after sales service is not at all acceptable",Bad quality,2
Cloth quality is not good ...it is so soft and light weighted cloth ..,Could be way better,2
Cats are obligate carnivores.  They should eat 97%+ meat.  A lot of Weruva varieties are packed with veggies.  Veggies aren't good for cats.  Grains aren't good for your cat.  Knowledgeable cat nutrition friends think the Paw licking chicken is fine and their cats love it.  My cats and I hate the veggie-containing varieties they tried.  Look closely at the label before you buy.,Beware of the variety you buy,2
"I had used Dilmah tea leaves before and it had a wonderful taste. But this one tastes like a cheap imitation. First of all, like another reviewer has mentioned, this is not loose tea leaf at all. It's minced leaves. Secondly, there's no aroma of tea in it. It smells and tastes like very old stock. I am so pissed that I have bought 6 packs of this and it costs 3 times as much as the regular Red Label tea, which tastes much better.  I won't buy it again, at least from this seller.",Doesn't Taste like Dilmah Tea at all,2
"Dear Gatorade:<br /><br />Biggest fan of the G2 powder pack!  I have bought hundreds of these boxes in the last 18 months!  Tastes great, less filling!  Boxes stack neatly in the pantry!  No more boxes???  G2 in my store now comes in a slippery plastic cylindrical tube (for more money).  Doesn't stack in the pantry.  Yeah, it's still Gatorade G2 powder, but it's a pain in the posterior.  Packages teeter-totter on the shelf and fall all over the place.  Why do companies like yours screw up a good thing?  Did you feel you needed to make your product look all spacey-agey and better than the other box powders?  Have you tried to put this on your own pantry shelf?  I gave this 2 stars only because it used to be a perfect product.  I've reluctantly moved on to Propel.","Boo, plastic cylinders.  Gatorade loses its enviro-karma.",2
"Within a month, main Jar of the product got twisted and it started leaking from the bottom. otherwise its a great m/c.. But other companies are better than this one.",,2
"Like the product, but come on....  $38.00 for a little creamer in a cup.  The old fashion way works for me just fine.",Way too expensive,2
Product is very bad because in t shirt many small holes...,Nan,2
Nalla tha irunthuchi 3 weeks irukkum ippo konjo problem pannuthuNet slow a irukkum off pannithu on pannuna sari agirum enna issue nu therila,Expected a better product,2
"I had been eying the Popchips brand for some time but I they seemed too expensive and I passed. So, when I got the opportunity to review them, I was so excited to try them out. Unfortunately they did not live up to any expectations that I had from the good things I heard about them. The bags are hard to open but once you finally open them, of course the bag is less than half full. In my case that was a good thing. The texture is strange and light but I could get used to that. The chili lime ""flavor"" is terrible! Mostly what I taste is lime and salt. I like lime, but not that much. The so called ""chili"" flavor is almost non-existent and not enjoyable. It doesn't add anything in my opinion. Despite my experience these chips have good reviews. That tells me that I just need to try other flavors. This one needs improvement.",Not as good as I'd hoped,2
"First of all I have to say that I love dark chocolate and this product sounded like something that I would have liked.  But as it turns out, I really didn't like the way it tasted, as a matter of fact, I couldn't even finish the bar. I try to eat healthy and I think it's great that they came out with a healthier product, but unfortunately I feel that in doing that, they sacrificed the flavor and I just didn't care for it.",DIDN'T CARE FOR IT,2
"These are not the ones you get in restaurants. They have a slightly odd taste to them. Not minty and not chocolate. I'm not sure where you get the ones you find in restaurants, but these are not them.",Not the same,2
"Like many high-carbohydrate instant ""soups,"" the Lentil Couscous Soup is more couscous than soup.  Preparation is easy, although mine boiled over when prepared according to the very precise (1 minute, 40 seconds) cooking time in the instructions.  I would have preferred a more vague time endpoint and directions to watch for boiling.  The resulting food is quite bland as other reviewers have noted, and what this ""low-sodium"" (330 mg) soup really needed was more salt.  The flavors that were present were nondescript, neither the couscous nor the lentils providing a distinctive flavor note.  I kept looking at the package to see what kind of flavor I should have been expecting.  The texture was also pretty monotonous, and the couscous itself did not have the best texture, which was disappointing because good couscous is not that hard to make.  As for healthy eating, the product is essentially pasta with lentils added to provide some protein and fiber, and with 37 grams of carbs the 190 calories are pretty empty -- not all that much different from macaroni with low-fat cheese.  I'm glad I tried it, I won't mind eating the other 5 cups in the pack, but I won't be buying it again.",Not that great,2
Very poor,Bad quality,2
Spin is not working after one month,Could be way better,2
Hot tea not last for 4 hrs,Moderate,2
Bad quality....,Moderate,2
"She ate this but not very quickly.  Then she proceeded to stink up whatever room she was in for about the next 8 hours.<br /><br />Looks like others are having digestive issues.  Nothing life threatening here, just flatulence.  She didn't care...we did.","The dog kind of enjoyed it, we didn't enjoy the dog at all",2
"Although, the chocolate was good, and the inside was very creamy; it seemed that every chocolate was Hazelnut-flavored. I was very disapointed in the flavors of this chocolate. Especially after reading such glowing reviews, I was upset recieving something that was decent, but just buying a cheap box of chocolates at the store is just as good. You want delicious chocolates, go for Godiva.",Disapointed.,2
"The flavors you immediately notice after the first sip of this tea, are hisbiscus flowers and chamoile. The Pomegranate and Raspberry flavors and the green tea are all buried and very faint! If you are looking for a tea to wind down your hectic life, this is not a bad tea at all. If you are looking for an excellent blend of Pomegranate and Raspberry flavors in green tea, you maybe be very disappointed like I do.",Stash fails splendidly this time.,2
Pros:Ceremic coating internallyWork for day to day usuageGood build qualityConsHandle to open door rather push buttonNo coating plate providedNo dial for timer and for even 10 minutes times you have to press 60 times,Bad quality,2
Vision is very poorPoor connectivityhowever price is very low but item is not preferable,Slightly disappointed,2
Product is good...bt plate size very small,Could be way better,2
I would recommend to stick with the bagged beef jerky. I bought these because I thought it would be much easier to transport with me on the go like road trips but the taste is way off compared to the bagged jerky and I didnt care for it. Very dissapointed in the taste.,It's beef jerky ...,2
"I enjoy the Newman's Own Pretzels on a regular basis and decided to start buying them by the case as my local grocery store stopped carrying them.  The first two cases I bought from a different distributor were fine, however in the last case I purchased from Amazon, all the pretzels tasted stale, although the bags weren't out of expiration and didn't appear to be opened.  I was very disappointed with this batch.",Disappointed,2
It is very bad responsive.,Moderate,2
Camera quality is very bad.,Bad quality,2
"The stuff is good, but don't think it's the best.  The taste is a little bland compared to other sauces and doesn't really pack any heat to it at all.  You would think ""hot"" meant hot, but this is more like mild to me.  Try again taco bell.",Taco Bell Sauce,2
"This is a very pretty container, and my granddaughter loved the blue color when mixed with water-- but--- it tastes more like coconut than chocolate-- should be labeled hot coconut drink.",pretty color,2
Decent Performance. but some drawbacks... you can't open medium quality pics taken by other mobile in it. It's just a entry level processor. Don't expect more from it.,Slightly disappointed,2
"I bought these based on my previous purchases of other India Tree products that are naturally colored, i.e. artificial dye free. Amazon even has this product blocked off with India Tree's natural food coloring... These sprinkles are cute and have all kinds of fun colors all of which are artificially colored(FDC Yellow 5, FDC Yellow 6, FDC Red 3, FDC Blue 1). Unfortunately, we cannot use them as my daughter is allergic to artificial dyes and the company will not accept them as a return. $11 for nothing :(",Cute but not naturally colored like other India Tree products....,2
Poor board quality,Expected a better product,2
I purchased 2 boxes for my parents<br />Pros: Received within a week. Reasonable priced.<br />Cons: It was shipped in a large box with no packaging so they were all messed up when I received it.<br />Some were leaking and had dried to the wrapper which was hard to get off but some where good.<br />My mother complained but my dad didn't.,Ok,2
This paste gave BOTH my dogs diarrhea each time I used it. It's also got disgusting fillers. The price is WAY too high for how little use you get out of each can. Just buy a large peanut butter or cream cheese or throw left over chicken in the Kong and freeze it. Why pay this if you can get 20x the use out of a jar of peanut butter? I only caved because I had been curious for months AND it went on sale.,Only giving this 2 stars for ease of use,2
"I love garlic; in tomato sauce, on braised dishes and elsewhere.  I can handle garlic when I expect it.  I didn't expect it here.  At least not in this strength.  I guess I'll have to go back to the red & white cans.<br />Hey!  You may like it.  Not for me.<br />I used one and threw the rest out.",I hope you love garlic,2
"When I opened this package and sniffed (like I do all coffee), I just prepared myself for the worst in terms of taste. It smelled bitter and almost sour and sure enough that's exactly how it tasted as well. I am used to strong coffee but this is was just a travesty. In order to not waste it, I added some cappuccino and milk to it and managed to get it down but even through that, the sourness was still evident to some extent.",It Even Smells Terrible,2
"Colour nice but neak size small, not fitting neak properly.",Nan,2
"I purchased the Numi Mint tea yesterday ($4.99 - 18 bags at grocery store). It isn't as minty tasting as I expected for that price point. Don't get me wrong, it's a soothing tea (hot), but I was expecting a more robust flavor. I won't purchase this again.",Doesn't taste minty enough,2
Very Bad,Nan,2
5 Flowering PINK DOGWOOD Cornus TREE Seeds<br /><br />ONLY 1 OF 5 SURVIVED.  WELL NEVER BUY THEM AGAIN!! WASTE OF $ AND TIME!!,5 Flowering PINK DOGWOOD Cornus TREE Seeds,2
Average quality,Expected a better product,2
"The texture is bad: light as if there is no substance and the cereal gets soggy in milk very fast.  there is not much taste(at least there is no good taste that i can notice).  compared to the health valley cereals, this cereal would deserve only one star if it weren't for the ok nutrition facts.",bad texture and taste,2
Because material is very poor and waste of money,Expected a better product,2
"Bought these in bulk because it was cheaper.  Have the spaghetti, fettuccine, and the rice.  When you open the bag it has an odd odor, not necessarily what I would call fishy, more of a preservative smell that goes away when the noodles are rinsed.  I made fettuccine carbonara last night with the noodles. Honestly, the taste was fantastic, I mean who doesn't love bacon!  The noodles truly have no taste, and take on the flavor of what they're cooked with.  But attempting to chew the noodle was a different story! The texture is like nothing I've experienced and is kind of hard to describe.  You really have to chew these noodles.  The texture is a cross between spongy, gelatinous, and squishy shrimp or meat.  That said, the texture won out over taste, if I focused on the texture it took everything I had in me not to gag! For me texture is as important as taste, and I just couldn't get past it.  Since I have so many, I will be figuring out how to use them and I have some suggestions to make them more palatable.  First, get out your scissors and cut those noodles into smaller pieces, the less you have to chew, the better.  After you have rinsed the noodles in hot water, dry them on low heat in a frying pan with a touch of olive oil.  The noodles retain moisture and Without being thoroughly dried, they can make your dishes more watery.  If you have an iron stomach, and know you can overcome texture, these can be a healthy pasta substitute.  Do not expect them to have a pasta texture though!",Very odd texture,2
Nice but heat upper side alot. And the installation man is illiterate person he dont no anything about this product only he connected the switch thts it.,Slightly disappointed,2
Leaking at top,Not good,2
Very poor product,Not good,2
"These are good, though a bit too salty for my taste. But you can get these for about 40% less at any grocery store. Save your money!","Good Almonds, Terrible Price",2
This food is not a hit at all.  Both cats are not interested in even trying it. I'm glad I did not pay alot for it.  Will give it to a shelter.,Cats do not like.,2
This product is not what is seems.  I thought it would come in a brown bottle but it came it a plastic clear container.  I would not have purchasedit.  The product is just o.k..,almond extract not in a brown bottle,2
Very high beep sound !And Body is full shock in electric....,Bad quality,2
Not worthy because of very small in size.,Not good,2
"The items in this basket collectively are worth about $10. Not quite sure what I was expecting when I bought this. The gloves are something out of the 70's, gummi worms (50 cents?), stale cookies ($1?), seeds ($3 on Amazon!), and some tea (~$5?). This is way overpriced for what was delivered.",Dont waste your money,2
"Plates are small, quality is good",Moderate,2
Not wifi working,Expected a better product,2
Not effective .not useful,Moderate,2
"I really like Earth's Best Baby Foods and Amazon, but these jars were packaged so that glass touches glass... this may not be worth the good price.<br /> The jars arrived all wrapped up in bubble wrap, but 2 of the 8 jars were broken inside.  It was a big mess to clean up the broken glass and baby food.  Also, per the amazon return policy, grocery items are not returnable.",2 of 8 jars arrived broken BIG MESS (non returnable),2
"We found very little peach flavor in this ""peach tea"".  It is a poor substitute for Twinings.",Peach Tea,2
Not good.  Don't buy it,Slightly disappointed,2
"Although a snap to prepare, this just isn't for me.  Most of all it's too sweet.  It also contains too many ingredients.  I prefer making my oatmeal the slow way, controlling the amount of sweetness and without all the additives.",I'm just an old-fasioned oatmeal kind of gal,2
Cloth quality not good,Nan,2
Bad Quality,Nan,2
"SO I get this e-mail, right? from Amazon saying this soup mix is 50% off. Okay I love a bargain as much as anybody so I click on the bag of beans that are supposedly 50% off and it takes me here, are you still with me? Good!<br /><br />The original box o'bags O'beans is $36.43 and the big whopp-di-do sale price is now $35.79. And that dear people is not 50% off. That is only sixty four cents off of the original... $0.64 for the love of all that is Kosher!? DO I look that stupid?<br /><br />That is not even the whole schmegecky! Now postage on that grand box O'bags O'beans is $18.45. SO I am thinking that Mandy Patinkin is going to deliver this box of goodies, right? Yeah right!<br /><br />No thanks!<br /><br />Even though I was angry at the time it is still a wonderful product, it needs a few extras added to it ot make it a real meal but, the flavor is great...<br /><br />Still ya gotta admit that $18.45 shipping for beans is steep for anyone...",For a bag of beans?,2
"We enjoy our morning coffee and, years ago, bought an espresso machine to stop paying so much money over to Starbucks.  Not only do we like coffee, but we know what we like and this isn't it.<br /><br />Flat bottom drip coffee makers use a medium grind to brew a perfect cup; while cone filtered drip pots can use a fine grind.  However this coffee is ground, according to the package, extra fine.  This type of grind is typically used in espresso machines, not drip coffee makers.  I have to wonder how much the grind affects the flavor of this coffee.<br /><br />The flavor is smooth, and non-acidic, while at the same time bland and forgetful.  We usually use a tablespoon of grounds per cup.  We tried the two teaspoons, as recommended on the package, which resulted in a weak cup of coffee.  Using our norm, the coffee had more flavor, but wasn't good.<br /><br />The only good thing about this coffee is using the used grounds in the garden.  I'm seriously thinking of soaking the remaining grounds so I can toss them in the garden.  If you are looking for a true European coffee, try Lavazza or Illy.<br /><br />PROS:<br />Used grounds can be used in the garden<br />Not bitter or acidic<br /><br />CONS:<br />Bland & forgetful flavor",I've Had Better Coffee in European Cafes: A Melitta Cafe Collection Classique Supreme Ground Coffee Review,2
Average,Nan,2
"First off let me say I am a foodie. The 2 ""energy"" bars tasted terrible. Of course the other 3 ice cream products are delicious. But for almost $17.00 it is not worth it. Oh and the magnet is just a advertisement and didn't stick to the fridge.",Really disappointed...,2
The bottle cap is  bad,Expected a better product,2
"Have purchased the same item at Costco for 60% of the price from this vendor--same experience with most other products of this type, to say nothing of nuts.  Go to Costco.",pricey,2
"I heard nothing but raves about this bar and how it tastes ""just like cherry pie!"".<br /><br />Ummm, perhaps people need to eat more cherry pie, because the cherry pie I'm used to tastes nothing like these... These tastes a lot more like someone doused a date and nut bar with sour cherry juice.<br /><br />Too tart and WAY too sweet.","Disappointing, but to each his own.",2
"I love loose leaf tea - the large leaves brew slowly, giving flavor but not bitterness. It has a subtle quality about it that sets is apart from the grounds found in tea bags. This tea does not have that quality. Rather than whole leaves, the tea is ground-up bits like in English breakfast tea. Even after brewing the leaves are tiny chunks. Rather than a long, slow brew, I found that this tea takes on a bitter edge after as little as two and a half minutes. I usually brew tea bags longer! If you keep the brewing short and use a lot of leaf to compensate it can be drinkable, but why bother when you can do better with a bag? I won't be buying this again.","Loose ""Leaf""",2
"Hextra chews are a good product.  Delivery was quick.  But the vacuum bags were compromised with many pinholes, destroying product freshness.  Too much of a hassle to return them, but I question whether the shipment I received was in fact manufacturer's seconds. CET HEXtra Prem Chews 30 EX-LARGE",Seconds?,2
I read the reviews for this coffee and bought it based on that. I can not say that I am impressed. This coffee does not have the nice aroma that the Gloria Jeans black Gold had nor does it have any taste. Not impressed.,Weak,2
"I wanted to like the three flavors of these I ordered.........but, I just cannot enjoy them. They taste nothing like the fine Indian food I enjoy eating out. In fact the after taste reminds me of any food that is old. Will not order again. Two stars because they tried.",Wanted to like,2
"Although the price was great on the decaffeinated Keurig K-Cups, about 50% of them were not properly sealed and caused coffee explosions as they brewed.",Cups were not sealed,2
"The cookie part is ok, but the filling is not good at all. It is dry and splinters apart when bitten into. The taste is barely noticeable and then all of a sudden there is an odd chemical frosting taste. *sigh* I will continue searching for a gluten free cookie, but have resigned myself to the fact that I will have to cook most everything from scratch from now on. On the bright side, it will certainly make me plan ahead better and a more inventive cook.",I knew that being diagnosed with celiac would change things....,2
Not so good.,Moderate,2
"This toy is not that great for my pug. He loves finding stuff in the little cups, however the yellow covers are impossible for him to get off. His mouth won't fit around them so he can't pick them up with his teeth, when he uses his nose to try to get at them the cups just fall back into place and if he uses his paws (that's when he's really frustrated) he winds up just flipping the whole thing over. I have turned the cups upside down so that he can grab at the edges and that works for him. However, it's not really a puzzle because he even figured out that if the cup is sticking up, something is in there. I even have a hard time getting some of the cups out because of the way it is shaped. It's not a bad toy as a starter puzzle but if your dog has done puzzles before, this one won't keep him interested. And if you have a dog with no snout, it's not really worth it.",Good idea however....,2
This is definitely not the real deal for Skyline Chili.  I was very dissappointed with the end result.  Taste was a bit stronger than what you get at the restaurant.  I will not purchase again.,Not the Real Deal for Skyline Chili,2
VERY SMALL SIZE... dont buy,Not good,2
"I was really excited to try these out as salt & vinegar has always been my favorite flavor. I have to say that the taste is spot on but the texture was off-putting for me. I could get used to and somewhat liked the stale cracker feel but they left an awful coating in my mouth. It was akin to plain Smartfood popcorn. I'm guessing it has something to do with the production of popped foods. Not bad but not something I'd try again. However, the two positives are that they are significantly cheaper on Amazon by almost a $1.50 per bag and have less fat content than baked. If you're a fan, this is a great choice.",Didn't satisfy the void of baked salt & vinegar chips for me,2
"The gnaw-hide rings purchased to refill the med/lg sized bouncy bones do not fit. You can slide one on one end but it will not slide across to the other side of the toy.  Only one end of the bone screws off, so, unless the hole is big enough on the refill ring you can only use one ring at a time.",doesn't fit,2
Not good,Nan,2
"Where does this milk powder come from?  Bob's Red Mill grinds flour in the Northwest but many of their products are ""packaged"" at their location but are not made there.<br /><br />This buttermilk powder did nothing for me.  It didn't make a better biscuit or waffle and it made my loaf bread less tasty than if I had used regular milk powder.  This wasn't a successful product for me and I still have not finished the first package.  I won't restock it when/if I run out of it.",Does this product contain Bovine Growth Hormone (BGH)!??,2
Not cooling,Moderate,2
The product quality is not that good. Build could have been better. No user manu,Moderate,2
Product size is small... It's not good,Bad quality,2
It is not dry and mixed sand.very bad,Moderate,2
Bad quality....,Slightly disappointed,2
With in 4 months  damaged 2 times..,Moderate,2
Not good...... Everage quality,Bad quality,2
"The packaging had roaches, don't know if that is the seller's fault. We threw away the packaging and washed the cans. The veggies were crisp but had a slight bitter taste, like the water they were packed in had a touch of vinegar. Probably end up throwing them out.","Bitter taste, roaches",2
"It has MSG.  That was not mentioned on any of the description nor on the manufacture's web-site.  Other than that, it tasted okay and the texture was average.",It has MSG,2
Poor quality  dubious product,Nan,2
Not expected level....  Not genuine leather,Nan,2
The flavors of these are a bit on the strong side. Wish I hadn't bought so many...I thought I would love them since parmesan and garlic are two of my favorite flavors. Oh well...,On the strong side,2
Very poor quality. Bad investment.,Slightly disappointed,2
Very poor quality,Nan,2
"Of course she liked the taste - it's basically junk food for dogs.  I just can't get past the ingredients.  I won't be feeding this to my dog.  It's a cheap, low-quality food and I love my dog and want to give her better.  If you want to feed your dog a quality food, find something else.","My dog loved it, I don't....",2
Quality not better,Not good,2
"Poor air throw, don't go by reviews present it's not even throwing till 15 ft.",Bad quality,2
I purchased the laptop and with few days the laptop started going blank and i had to perform hard power cycle.. Now the laptop is getting stuck in diagnosing the pc and not booting..,Bad quality,2
Not the best product for the price. I got these for my dog that has plaque problems but I haven't really seen any improvement since we got them. They are okay to give as a treat but as far as helping with plaque I don't think they work at all.,Greenies Treats,2
"Although this product is better for you than pasta, nothing beats the taste of real pasta. I just can't get past the texture of these noodles, they are chewy and gummy and gelatin all at the same time.",Overrated,2
The stick broke after 3 months of use . Not satisfied .,Expected a better product,2
"For whatever reason, my puppy is not interested in these treats.  I thought they would be perfect for training based on their size, but my beagle mix wants nothing to do with them.",Puppy doesn't like,2
"It is broken in many places, wood quality is just worst!! Don't buy it.. Worthless product..",Bad quality,2
"I had high hopes of this food after seeing the ingredients and reading the reviews, but my cats won't touch the stuff.  It has a very thin slop-like texture, whole peas, and is a pale grayish brown color.  The only way they'll eat it is if I mix it with other food and even then, they turn their noses up at it most of the time.  I should have bought one can at the pet store before committing to 12 on Amazon.  Next time I'll be smarter!",Cats won't touch unless it's mixed with something else,2
This Seeds can not be gurminate please do not purchase,Could be way better,2
Quality is not up to mark as per price,Bad quality,2
Quality is not too good,Bad quality,2
"I was hoping these bones would be a little harder for my dogs to comsume.  I bought them  for Christmas and thought the dogs could knaw on them for an hour or so while we were opening presents, but the bones are quite brittle and only took them about 10 minutes to consume.  Also, the shards are quite sharp and I got a little worried.  They were insanely messy for in the house.  I think for the money I would rather buy either those hard, filled bones or the rolled up raw hides.  They last longer, are less messy, and don't have sharp pieces for the dogs to swallow.","Messy, sharp!",2
"I used to get these a few years back, and they were amazing. Now I've bought them a few times and they taste different, like they're now skimping on something. They taste really... dry, kinda plain. I have a feeling this recipe change had something to do with the fact that the flavor blasted ones are now available in the huge boxes. I'm sure they're wanting to save money on some ingredients when they're selling in bulk. Will not be buying again.",They changed the recipe,2
Average,Nan,2
"I was hoping this would be good and really wanted to like it... was kind of like eating wax... I prefer a more bitter and deeper chocolate flavor.  I enjoy the taste of dark chocolate.  This bar seemed to be trying to mask the flavor of chocolate so much that there was nothing left.  sadly disapointed.  I like some of other sugar free chocolates, while more bitter, they are better.",Tasteless...,2
"Forgive the Scripture reference, but I am a professor of New Testament and Early Christian Origins. :) John's experience of eating the scroll was mine drinking this coffee: in my mouth it was sweet as honey, but my stomach became embittered. And I have a very strong stomach. It's a fine tasting drink, but I have tried it on several occasions over the course of two months to be sure and every time I end up feeling sick. Obviously this is not the effect for the majority of drinkers, but I would have wanted to have been warned myself before buying it.",Revelation 10:9-10,2
Not 24hrs. It's 12hrs so far.,Slightly disappointed,2
Bad material. Don't buy this.,Slightly disappointed,2
Front attachment is ill fitting.falls down evn if small light weight plate kept,Could be way better,2
"First off, you can get these 3.5 oz boxes from your local ""Wally-World"" for 99cents each. So, Amazon is obviously making a killing off of these boxes.  The amount of gummies in the box is deceiving.  The box is extremely big compared to the bag holding the gummies.  I'd rather buy the Angry Bird Fruit Snacks, not sure if I can find them somewhere else .. other than on here.  $7 a box of fruit snacks is pretty ridiculous.","Ehh, good gummies, but you don't get much.",2
Blade quality is very poor,Not good,2
"You can eat it but I wouldn't call it cheddar explosion. Far from it, more like a fizzle. Bigger shapes? Yeah right, if this was bigger I'd hate to see the original versions. Yeah you can use more milk and less butter but it still tastes like buttery slightly cheesy slippery cardboard. If you need something in your stomach and don't really care about taste, quality, actual cheesie-ness and care more about cost, convienance and packaging this is for you. The box says it feeds mulitple people (don't remember how many servings total) but when I made it it barely came out more than 2 rather scrawny looking bits. If you plan on having three sides with your entree then have fun. Our family was not impressed. Plus the original chessiest tastes better than this crap. Will not be buying again and the food pantry will get the rest.",It's edible but that about it...,2
Very small size quality was not good,Bad quality,2
I agree with the other reviews that this was a wark blend/taste. You cant taste the glazed donut. I will not be buying this type again. They need to do better with this one.,Carrie,2
I purchased a sampler package which included the Phat Beets.  I found the spices used overwhelmed the taste of the beets to the point that you could not taste the beets.,Disappointing beets,2
"These are for people that cannot tolerate sugar. They are not low cal, just slightly lower cal. The regular Coffee Rio Original Coffee Caramels made with sugar average 15 calories per piece or 60 calories per 17.3 grams, which is 4 pieces. The sugar free version averages 12.5 calories per piece or 50 calories per 16.5 grams, which about 4 pieces. Thatt's 20% fewer calories per piece.<br /><br />They are slightly softer as the regular Rios and much less sweet and much less flavorful. In terms of flovaor, there is no comparison -- the regular are rich; the sugarfree are bland, emphasis on the ""bla"". Eating these is a big sacrifice for 20% fewer calories. If you want to reduce caloric intake, the if you can work up the discipline to skip one piece for every 4 you eat, you total enjoyment might be much greater with the 20% fewer calories.<br /><br />They are made with real coffee and milk and Splenda sweetener, and other things.<br /><br />If you have partial fillings or crowns or braces, etc. you will want to avoid chewing these even though the are sotftler than the sugared version.<br /><br />For more general review on the Rio coffee candy, se my review of Coffee Rio Original Coffee Caramels.",Much less flaovr-nearly same calories,2
I DID NOT LIKE IT. IT MADE ME COUGH EVERY DRINK OF IT & DID NOT TASTE GOOD I HAVE NOTHING MORE TO SAY ABOUT IT...,too fizzy,2
2 out of 3 mop pad elastic got torn away after using for 3 weeks only.,Slightly disappointed,2
"The boxes of granola were stale and therefore very disappointing! We will therefore, be very hesitent to order this product again.",Stale,2
very high noise waiste of money,Slightly disappointed,2
"Sadly my dog is NOT fond of these even though she does like salmon and anything smelly! She will eat them (the first treat she rolled on as she'll do if I give her lox) but she won't do tricks for them and acts as if they were a run of the mill dog food instead of a treat. Both my mate and I found the smell rather unpleasant similar to old B vitamins or really old liver treats, not like salmon..<br />(FYI My is dog is medium sized black mutt.)<br />UPDATE:My dog seems to be getting used to these to some degree she will now do some tricks perhaps she prefers them a little dried out (they are still soft)or even maybe she was addicted to other treats though I usually only give her wheat and gluten free treats like freeze dried liver and dogswell treats..Perhaps she's stil not crazy about them because these treats do have natural gluten in the form of malted barley and ground barley (Not that good for me in terms of cross contamination as I am gluten sensitive and perhaps she is too?) Left a message for Zukes' but never heard back from them.. They are convenient in that they are small",Salmon Treats have strong smell,2
"Not durable, broke within 2 days",Moderate,2
"I really wanted to like these, but I just found them to be to sweet/sugary.<br />I generally stay away from cliff bars for the same reason, and had hoped that these would be as good as they sound.<br /><br />Sadly its just to sweet tasting for me.<br /><br />Special note: The packs I received Oct 2010 have 20g sugar, not the 17g listed in the Amazon nutrition section.<br />There may have been a recipe change . . .",To Sweet!  Wrong Nutrition Info!,2
Worst products,Nan,2
One inside partition board out of three is damaged and one anchor is missing out of two.,Bad quality,2
"I've been hooked on NOW's spearmint tea for awhile, and when that was unavailable for a time, I found this. I'd been wanting the benefits of green tea again anyway, and this seemed the ideal mix of the two, with the added bonus of peppermint and lemongrass. The glowing reviews here sealed my decision...but alas, I sadly haven't found this to be as wonderful as they did. I find this tea to be pretty bland no matter how little or long I steep it, and there's barely a trace of either mint to be detected. Now anything like this is going to be a matter of personal taste, obviously. I do recommend trying a single box if you can before committing to the case of 6.",Not as good as I had hoped,2
"First off, I thought I was buying a container with a screw on lid,<br />such as the one in the photograph on this listing. What I received instead<br />was a blue mylar-fused zip-top bag. Those are harder to seal and keep fresh,<br />in my experience.<br /><br />Then the item itself. Sure, I read the reviews. At some point, food and treats are<br />food and treats, and you hope your cat will eat them. Well, count two cats here who<br />could not care less!  I shook some out on the floor. Both looked at me like I had<br />littered, and missed the trash can! There was cautious sniffing and walking away.<br />I ended up having to vacuum it up off the floor later.<br /><br />Now, I know it is a myth that cats adore fish. It's a cute story, and the fish bones<br />are just so darned cute when the graphic artists draw things about cats. The truth is that<br />most cats prefer some sort of poultry, and eat birds and mice - not fish. Few cats live<br />in the water, and even fewer own fishing rods! ;  )  They do not regularly attempt to eat<br />fish. (They do, however, love trying to catch the small ones in aquariums, just like they<br />would like to catch any moving object.)  My bad for not remembering that fish is at the bottom<br />of a cat's food choice list.<br /><br />What a waste this purchase was!<br />I can't recommend it at all. It was smelly, the cats ignored it,<br />and I definitely did not appreciate getting a different item than was pictured.<br />I wanted the one I thought I was buying based on the picture, not a substituted ziploc bag.<br />Seller should notify buyers of the difference and offer to cancel the order.",Neither cat cares for them... and packaging differs,2
"The cushion filling is too less for its size. It didnât even fit 16â cushion covers and ended up being loose, leaving a lot of space around the edges. If you can spend a little extra I would recommend getting ones with denser filling.",Slightly disappointed,2
